Feedback ID,Tenant ID,Survey Response,Comments
3936,6115,Neutral,My experience has been neutral. Nothing outstanding to mention.
3229,2483,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3021,3634,Neutral,My experience has been neutral. Nothing outstanding to mention.
3528,5553,Neutral,My experience has been neutral. Nothing outstanding to mention.
3351,5052,Neutral,My experience has been neutral. Nothing outstanding to mention.
3517,4518,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3818,3067,Neutral,My experience has been neutral. Nothing outstanding to mention.
3860,9316,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3437,9587,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3104,4044,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3646,6807,Satisfied,I'm satisfied with the service. It's been a good experience.
3078,9582,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3809,7594,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3822,1874,Neutral,My experience has been neutral. Nothing outstanding to mention.
3627,7238,Satisfied,I'm satisfied with the service. It's been a good experience.
3149,5693,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3683,2627,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3257,8898,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3458,2782,Satisfied,I'm satisfied with the service. It's been a good experience.
3206,1133,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3760,9541,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3274,1617,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3626,5026,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3923,9244,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3133,8866,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3017,7549,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3392,8542,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3916,9163,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3650,1004,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3989,3846,Neutral,My experience has been neutral. Nothing outstanding to mention.
3535,8681,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3973,8811,Neutral,My experience has been neutral. Nothing outstanding to mention.
3555,4678,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3808,6078,Satisfied,I'm satisfied with the service. It's been a good experience.
3287,6680,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3388,9500,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3869,8901,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3918,7782,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3724,1285,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3606,9592,Satisfied,I'm satisfied with the service. It's been a good experience.
3732,7578,Satisfied,I'm satisfied with the service. It's been a good experience.
3178,4916,Neutral,My experience has been neutral. Nothing outstanding to mention.
3759,9926,Neutral,My experience has been neutral. Nothing outstanding to mention.
3166,6436,Neutral,My experience has been neutral. Nothing outstanding to mention.
3297,8395,Satisfied,I'm satisfied with the service. It's been a good experience.
3591,6024,Satisfied,I'm satisfied with the service. It's been a good experience.
3379,9226,Neutral,My experience has been neutral. Nothing outstanding to mention.
3556,8792,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3893,9034,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3896,4791,Neutral,My experience has been neutral. Nothing outstanding to mention.
3523,6692,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3370,8205,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3486,5102,Satisfied,I'm satisfied with the service. It's been a good experience.
3210,9805,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3202,6128,Satisfied,I'm satisfied with the service. It's been a good experience.
3775,1256,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3193,5216,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3194,2292,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3290,4042,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3660,1304,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3051,7221,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3631,3839,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3191,1318,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3739,7861,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3102,3195,Satisfied,I'm satisfied with the service. It's been a good experience.
3854,6588,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3738,4355,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3908,5785,Neutral,My experience has been neutral. Nothing outstanding to mention.
3873,8533,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3077,1476,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3124,6575,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3695,8422,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3883,9125,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3710,2511,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3787,5072,Satisfied,I'm satisfied with the service. It's been a good experience.
3063,4892,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3408,3377,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3580,9369,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3698,6264,Satisfied,I'm satisfied with the service. It's been a good experience.
3583,6114,Satisfied,I'm satisfied with the service. It's been a good experience.
3819,4717,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3252,1146,Neutral,My experience has been neutral. Nothing outstanding to mention.
3148,3040,Satisfied,I'm satisfied with the service. It's been a good experience.
3543,6345,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3030,1905,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3534,5697,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3445,1612,Satisfied,I'm satisfied with the service. It's been a good experience.
3865,9583,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3456,3742,Satisfied,I'm satisfied with the service. It's been a good experience.
3179,1640,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3308,9892,Neutral,My experience has been neutral. Nothing outstanding to mention.
3955,5333,Satisfied,I'm satisfied with the service. It's been a good experience.
3855,9147,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3649,7934,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3462,6838,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3415,5590,Neutral,My experience has been neutral. Nothing outstanding to mention.
3321,4137,Satisfied,I'm satisfied with the service. It's been a good experience.
3436,7537,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3360,5128,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3482,3750,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3313,2538,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3052,1317,Neutral,My experience has been neutral. Nothing outstanding to mention.
3576,3887,Satisfied,I'm satisfied with the service. It's been a good experience.
3610,3549,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3406,1221,Neutral,My experience has been neutral. Nothing outstanding to mention.
3645,9841,Neutral,My experience has been neutral. Nothing outstanding to mention.
3459,8326,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3654,2327,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3337,1940,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3833,9770,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3055,2597,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3983,2004,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3066,1515,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3820,6132,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3510,5001,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3328,4014,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3113,8004,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3679,7356,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3507,1903,Satisfied,I'm satisfied with the service. It's been a good experience.
3285,6356,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3866,2810,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3684,5721,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3099,6620,Neutral,My experience has been neutral. Nothing outstanding to mention.
3481,8747,Neutral,My experience has been neutral. Nothing outstanding to mention.
3920,5393,Neutral,My experience has been neutral. Nothing outstanding to mention.
3038,3513,Satisfied,I'm satisfied with the service. It's been a good experience.
3941,9362,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3895,5782,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3751,4387,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3006,2437,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3735,6376,Satisfied,I'm satisfied with the service. It's been a good experience.
3151,7079,Neutral,My experience has been neutral. Nothing outstanding to mention.
3361,1887,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3348,5400,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3223,1667,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3389,3854,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3200,9600,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3868,6931,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3478,2552,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3318,5360,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3198,9437,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3568,9428,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3473,6306,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3640,6466,Satisfied,I'm satisfied with the service. It's been a good experience.
3186,1733,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3417,6174,Neutral,My experience has been neutral. Nothing outstanding to mention.
3402,7003,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3444,2760,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3719,7599,Neutral,My experience has been neutral. Nothing outstanding to mention.
3241,3689,Neutral,My experience has been neutral. Nothing outstanding to mention.
3763,2678,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3602,3767,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3530,7299,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3584,8763,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3500,1069,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3616,4221,Neutral,My experience has been neutral. Nothing outstanding to mention.
3422,8453,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3851,6143,Satisfied,I'm satisfied with the service. It's been a good experience.
3632,4013,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3317,2976,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3938,1393,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3432,4641,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3899,3509,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3803,6232,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3260,7100,Satisfied,I'm satisfied with the service. It's been a good experience.
3567,2709,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3969,7455,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3974,4642,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3334,1203,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3795,5388,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3397,6523,Neutral,My experience has been neutral. Nothing outstanding to mention.
3734,1768,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3356,6087,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3729,6779,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3144,3201,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3324,9859,Neutral,My experience has been neutral. Nothing outstanding to mention.
3781,8827,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3701,6096,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3629,4956,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3143,7841,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3997,2307,Neutral,My experience has been neutral. Nothing outstanding to mention.
3163,3851,Satisfied,I'm satisfied with the service. It's been a good experience.
3758,7743,Neutral,My experience has been neutral. Nothing outstanding to mention.
3665,9080,Satisfied,I'm satisfied with the service. It's been a good experience.
3551,3219,Neutral,My experience has been neutral. Nothing outstanding to mention.
3714,8771,Neutral,My experience has been neutral. Nothing outstanding to mention.
3986,4712,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3363,7884,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3067,6106,Satisfied,I'm satisfied with the service. It's been a good experience.
3609,5372,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3620,6700,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3410,6861,Neutral,My experience has been neutral. Nothing outstanding to mention.
3569,3843,Satisfied,I'm satisfied with the service. It's been a good experience.
3209,9964,Neutral,My experience has been neutral. Nothing outstanding to mention.
3740,6840,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3933,9535,Satisfied,I'm satisfied with the service. It's been a good experience.
3352,9849,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3574,7742,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3842,8287,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3774,3090,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3483,9883,Satisfied,I'm satisfied with the service. It's been a good experience.
3372,7611,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3107,9533,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3103,7216,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3526,8105,Satisfied,I'm satisfied with the service. It's been a good experience.
3366,6967,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3275,2320,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3947,9677,Satisfied,I'm satisfied with the service. It's been a good experience.
3639,1208,Neutral,My experience has been neutral. Nothing outstanding to mention.
3367,6674,Satisfied,I'm satisfied with the service. It's been a good experience.
3150,4874,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3494,9657,Neutral,My experience has been neutral. Nothing outstanding to mention.
3525,7432,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3726,1554,Neutral,My experience has been neutral. Nothing outstanding to mention.
3712,6709,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3248,9475,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3826,5614,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3718,1632,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3154,9818,Satisfied,I'm satisfied with the service. It's been a good experience.
3800,8011,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3326,6186,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3449,3160,Satisfied,I'm satisfied with the service. It's been a good experience.
3560,6474,Neutral,My experience has been neutral. Nothing outstanding to mention.
3022,9907,Satisfied,I'm satisfied with the service. It's been a good experience.
3672,7287,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3412,6959,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3026,9639,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3204,4483,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3903,7370,Satisfied,I'm satisfied with the service. It's been a good experience.
3930,5658,Satisfied,I'm satisfied with the service. It's been a good experience.
3612,7019,Neutral,My experience has been neutral. Nothing outstanding to mention.
3048,8844,Satisfied,I'm satisfied with the service. It's been a good experience.
3023,3487,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3125,9481,Neutral,My experience has been neutral. Nothing outstanding to mention.
3147,5716,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3018,4633,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3277,2532,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3207,5888,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3152,8106,Satisfied,I'm satisfied with the service. It's been a good experience.
3771,6482,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3405,7894,Neutral,My experience has been neutral. Nothing outstanding to mention.
3857,1712,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3336,6462,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3971,1959,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3956,3633,Neutral,My experience has been neutral. Nothing outstanding to mention.
3394,4868,Satisfied,I'm satisfied with the service. It's been a good experience.
3533,4490,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3042,8671,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3864,5313,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3559,2668,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3802,9027,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3637,1897,Satisfied,I'm satisfied with the service. It's been a good experience.
3455,4806,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3975,8268,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3745,6772,Neutral,My experience has been neutral. Nothing outstanding to mention.
3880,5766,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3898,6266,Satisfied,I'm satisfied with the service. It's been a good experience.
3678,5214,Neutral,My experience has been neutral. Nothing outstanding to mention.
3561,7087,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3668,9079,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3511,1266,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3564,1811,Satisfied,I'm satisfied with the service. It's been a good experience.
3823,1817,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3307,3099,Satisfied,I'm satisfied with the service. It's been a good experience.
3258,5789,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3641,2102,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3725,6011,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3255,3061,Neutral,My experience has been neutral. Nothing outstanding to mention.
3594,8620,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3828,1467,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3904,4684,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3697,8712,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3886,7159,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3805,4780,Neutral,My experience has been neutral. Nothing outstanding to mention.
3752,7928,Neutral,My experience has been neutral. Nothing outstanding to mention.
3773,3832,Satisfied,I'm satisfied with the service. It's been a good experience.
3861,7628,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3061,9568,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3791,7264,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3304,7515,Neutral,My experience has been neutral. Nothing outstanding to mention.
3343,4475,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3994,2042,Satisfied,I'm satisfied with the service. It's been a good experience.
3375,8954,Satisfied,I'm satisfied with the service. It's been a good experience.
3834,3362,Satisfied,I'm satisfied with the service. It's been a good experience.
3212,5185,Neutral,My experience has been neutral. Nothing outstanding to mention.
3004,1892,Neutral,My experience has been neutral. Nothing outstanding to mention.
3605,2184,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3767,1399,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3491,6395,Neutral,My experience has been neutral. Nothing outstanding to mention.
3309,4552,Satisfied,I'm satisfied with the service. It's been a good experience.
3786,4262,Neutral,My experience has been neutral. Nothing outstanding to mention.
3175,4930,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3586,5397,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3990,5457,Neutral,My experience has been neutral. Nothing outstanding to mention.
3964,9445,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3925,5009,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3109,2667,Neutral,My experience has been neutral. Nothing outstanding to mention.
3821,2305,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3761,9008,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3811,1201,Neutral,My experience has been neutral. Nothing outstanding to mention.
3927,5070,Neutral,My experience has been neutral. Nothing outstanding to mention.
3651,1347,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3049,2642,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3661,6801,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3100,8734,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3127,1754,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3365,7122,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3005,5608,Satisfied,I'm satisfied with the service. It's been a good experience.
3613,3677,Neutral,My experience has been neutral. Nothing outstanding to mention.
3863,7636,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3463,7751,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3079,1369,Neutral,My experience has been neutral. Nothing outstanding to mention.
3921,5129,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3231,6717,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3400,2692,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3790,9343,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3932,7673,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3949,2853,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3673,2110,Neutral,My experience has been neutral. Nothing outstanding to mention.
3943,6447,Neutral,My experience has been neutral. Nothing outstanding to mention.
3472,1993,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3002,7338,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3832,8207,Satisfied,I'm satisfied with the service. It's been a good experience.
3720,5089,Neutral,My experience has been neutral. Nothing outstanding to mention.
3492,8879,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3329,7312,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3083,1261,Neutral,My experience has been neutral. Nothing outstanding to mention.
3784,2979,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3531,1132,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3571,1365,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3779,3964,Satisfied,I'm satisfied with the service. It's been a good experience.
