Feedback ID,Tenant ID,Survey Response,Comments
3373,3194,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3579,5737,Satisfied,I'm satisfied with the service. It's been a good experience.
3454,5218,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3235,4049,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3340,6953,Neutral,My experience has been neutral. Nothing outstanding to mention.
3188,6612,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3377,5951,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3265,5253,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3945,7065,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3424,3480,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3024,3133,Neutral,My experience has been neutral. Nothing outstanding to mention.
3836,5683,Satisfied,I'm satisfied with the service. It's been a good experience.
3843,8301,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3619,6519,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3046,6752,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3608,7598,Neutral,My experience has been neutral. Nothing outstanding to mention.
3251,1096,Neutral,My experience has been neutral. Nothing outstanding to mention.
3670,2900,Satisfied,I'm satisfied with the service. It's been a good experience.
3871,7568,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3284,8874,Satisfied,I'm satisfied with the service. It's been a good experience.
3068,5764,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3357,5153,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3047,1816,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3766,8726,Neutral,My experience has been neutral. Nothing outstanding to mention.
3404,1779,Satisfied,I'm satisfied with the service. It's been a good experience.
3286,8410,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3146,6100,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3839,2346,Satisfied,I'm satisfied with the service. It's been a good experience.
3998,8645,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3280,1283,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3369,3708,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3552,1850,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3126,2209,Satisfied,I'm satisfied with the service. It's been a good experience.
3959,1692,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3709,6424,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3693,7965,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3765,7205,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3320,4319,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3503,1971,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3098,7437,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3653,9442,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3852,5925,Neutral,My experience has been neutral. Nothing outstanding to mention.
3037,3990,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3756,8144,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3910,7430,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3230,5601,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3922,2885,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3376,4823,Neutral,My experience has been neutral. Nothing outstanding to mention.
3469,6469,Neutral,My experience has been neutral. Nothing outstanding to mention.
3592,5783,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3939,6547,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3446,7834,Neutral,My experience has been neutral. Nothing outstanding to mention.
3062,9303,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3544,4555,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3237,6294,Satisfied,I'm satisfied with the service. It's been a good experience.
3582,7649,Neutral,My experience has been neutral. Nothing outstanding to mention.
3617,3453,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3085,8872,Neutral,My experience has been neutral. Nothing outstanding to mention.
3547,9382,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3648,1346,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3840,6340,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3271,1141,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3247,9025,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3618,4041,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3033,5324,Neutral,My experience has been neutral. Nothing outstanding to mention.
3901,1769,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3451,3948,Neutral,My experience has been neutral. Nothing outstanding to mention.
3622,6140,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3498,7948,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3562,9789,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3442,4464,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3440,3306,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3140,8385,Satisfied,I'm satisfied with the service. It's been a good experience.
3429,7733,Neutral,My experience has been neutral. Nothing outstanding to mention.
3770,4770,Neutral,My experience has been neutral. Nothing outstanding to mention.
3727,4030,Satisfied,I'm satisfied with the service. It's been a good experience.
3658,4150,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3748,9085,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3279,1041,Neutral,My experience has been neutral. Nothing outstanding to mention.
3816,5582,Satisfied,I'm satisfied with the service. It's been a good experience.
3801,8856,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3830,7929,Neutral,My experience has been neutral. Nothing outstanding to mention.
3333,3366,Neutral,My experience has been neutral. Nothing outstanding to mention.
3305,5126,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3053,1323,Neutral,My experience has been neutral. Nothing outstanding to mention.
3105,5891,Neutral,My experience has been neutral. Nothing outstanding to mention.
3108,7810,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3233,2191,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3479,7996,Satisfied,I'm satisfied with the service. It's been a good experience.
3162,3169,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3513,5016,Neutral,My experience has been neutral. Nothing outstanding to mention.
3355,5222,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3381,2724,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3603,2259,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3982,5512,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3250,1134,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3278,4585,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3349,9558,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3289,5367,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3566,7665,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3890,5097,Neutral,My experience has been neutral. Nothing outstanding to mention.
3611,5245,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3897,6022,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3946,8275,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3509,7211,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3354,3121,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3957,8562,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3715,4287,Neutral,My experience has been neutral. Nothing outstanding to mention.
3633,1872,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3885,4721,Satisfied,I'm satisfied with the service. It's been a good experience.
3746,3977,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3153,6000,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3387,2121,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3536,7121,Satisfied,I'm satisfied with the service. It's been a good experience.
3215,1338,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3069,2811,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3792,9391,Neutral,My experience has been neutral. Nothing outstanding to mention.
3253,4618,Satisfied,I'm satisfied with the service. It's been a good experience.
3539,3295,Satisfied,I'm satisfied with the service. It's been a good experience.
3007,2275,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3812,5352,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3757,9895,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3216,3341,Neutral,My experience has been neutral. Nothing outstanding to mention.
3575,3137,Satisfied,I'm satisfied with the service. It's been a good experience.
3058,7942,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3741,5775,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3465,2119,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3086,1981,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3272,7872,Satisfied,I'm satisfied with the service. It's been a good experience.
3587,4273,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3889,9507,Satisfied,I'm satisfied with the service. It's been a good experience.
3838,1377,Neutral,My experience has been neutral. Nothing outstanding to mention.
3196,4952,Neutral,My experience has been neutral. Nothing outstanding to mention.
3294,1002,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3882,8123,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3502,4958,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3419,7898,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3182,6383,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3203,4741,Neutral,My experience has been neutral. Nothing outstanding to mention.
3604,1825,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3254,1411,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3859,7485,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3073,6766,Satisfied,I'm satisfied with the service. It's been a good experience.
3132,5438,Neutral,My experience has been neutral. Nothing outstanding to mention.
3282,9502,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3341,3277,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3173,3616,Neutral,My experience has been neutral. Nothing outstanding to mention.
3691,5973,Satisfied,I'm satisfied with the service. It's been a good experience.
3276,4931,Satisfied,I'm satisfied with the service. It's been a good experience.
3804,7367,Neutral,My experience has been neutral. Nothing outstanding to mention.
3516,6915,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3688,5855,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3707,5492,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3995,1449,Satisfied,I'm satisfied with the service. It's been a good experience.
3682,5471,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3270,1060,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3747,5745,Satisfied,I'm satisfied with the service. It's been a good experience.
3081,3962,Neutral,My experience has been neutral. Nothing outstanding to mention.
3967,6398,Neutral,My experience has been neutral. Nothing outstanding to mention.
3016,3043,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3643,7319,Satisfied,I'm satisfied with the service. It's been a good experience.
3346,9379,Satisfied,I'm satisfied with the service. It's been a good experience.
3589,6182,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3961,4022,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3106,1214,Satisfied,I'm satisfied with the service. It's been a good experience.
3169,7255,Neutral,My experience has been neutral. Nothing outstanding to mention.
3506,5386,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3810,6802,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3550,7308,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3601,3858,Neutral,My experience has been neutral. Nothing outstanding to mention.
3924,6299,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3554,1792,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3135,8045,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3218,5538,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3170,7979,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3190,2076,Satisfied,I'm satisfied with the service. It's been a good experience.
3050,6423,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3549,5319,Satisfied,I'm satisfied with the service. It's been a good experience.
3623,7509,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3225,3045,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3807,7466,Satisfied,I'm satisfied with the service. It's been a good experience.
3835,5659,Neutral,My experience has been neutral. Nothing outstanding to mention.
3407,3325,Neutral,My experience has been neutral. Nothing outstanding to mention.
3071,9904,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3330,5290,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3378,7145,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3590,2568,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3434,7852,Neutral,My experience has been neutral. Nothing outstanding to mention.
3614,3024,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3515,4326,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3768,6770,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3383,2240,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3398,9828,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3184,4922,Neutral,My experience has been neutral. Nothing outstanding to mention.
3457,7991,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3737,4247,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3443,7141,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3302,5734,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3423,7997,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3706,2533,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3730,1102,Neutral,My experience has been neutral. Nothing outstanding to mention.
3519,2589,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3236,5082,Neutral,My experience has been neutral. Nothing outstanding to mention.
3993,4807,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3110,7161,Satisfied,I'm satisfied with the service. It's been a good experience.
3887,5442,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3598,9794,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3542,9864,Neutral,My experience has been neutral. Nothing outstanding to mention.
3327,7571,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3332,9540,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3015,1564,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3311,7092,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3159,9381,Neutral,My experience has been neutral. Nothing outstanding to mention.
3028,9776,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3493,3463,Neutral,My experience has been neutral. Nothing outstanding to mention.
3527,1342,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3246,5552,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3538,4988,Neutral,My experience has been neutral. Nothing outstanding to mention.
3647,1687,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3950,4304,Satisfied,I'm satisfied with the service. It's been a good experience.
3116,3147,Neutral,My experience has been neutral. Nothing outstanding to mention.
3448,2287,Satisfied,I'm satisfied with the service. It's been a good experience.
3874,9311,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3322,2959,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3219,8315,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3540,6487,Neutral,My experience has been neutral. Nothing outstanding to mention.
3045,6067,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3157,9039,Neutral,My experience has been neutral. Nothing outstanding to mention.
3799,7885,Satisfied,I'm satisfied with the service. It's been a good experience.
3295,8768,Satisfied,I'm satisfied with the service. It's been a good experience.
3433,4417,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3036,1623,Neutral,My experience has been neutral. Nothing outstanding to mention.
3600,5148,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3699,7253,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3755,4699,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3984,6035,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3358,7552,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3827,8095,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3273,4099,Satisfied,I'm satisfied with the service. It's been a good experience.
3909,2888,Satisfied,I'm satisfied with the service. It's been a good experience.
3815,1702,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3201,2941,Neutral,My experience has been neutral. Nothing outstanding to mention.
3300,8927,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3403,1112,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3599,7794,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3136,4133,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3680,6331,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3891,8383,Neutral,My experience has been neutral. Nothing outstanding to mention.
3711,9271,Neutral,My experience has been neutral. Nothing outstanding to mention.
3625,2704,Satisfied,I'm satisfied with the service. It's been a good experience.
3452,7082,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3713,2134,Satisfied,I'm satisfied with the service. It's been a good experience.
3520,2456,Neutral,My experience has been neutral. Nothing outstanding to mention.
3769,1933,Neutral,My experience has been neutral. Nothing outstanding to mention.
3512,6497,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3267,5084,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3785,1334,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3991,3246,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3876,6735,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3476,7529,Neutral,My experience has been neutral. Nothing outstanding to mention.
3630,4003,Satisfied,I'm satisfied with the service. It's been a good experience.
3315,5391,Neutral,My experience has been neutral. Nothing outstanding to mention.
3139,3481,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3928,4871,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3944,1176,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3578,8684,Satisfied,I'm satisfied with the service. It's been a good experience.
3384,7429,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3638,1428,Neutral,My experience has been neutral. Nothing outstanding to mention.
3368,6773,Satisfied,I'm satisfied with the service. It's been a good experience.
3010,3578,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3764,1289,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3115,9783,Neutral,My experience has been neutral. Nothing outstanding to mention.
3881,4065,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3242,7597,Neutral,My experience has been neutral. Nothing outstanding to mention.
3652,8997,Satisfied,I'm satisfied with the service. It's been a good experience.
3386,1477,Satisfied,I'm satisfied with the service. It's been a good experience.
3669,7284,Neutral,My experience has been neutral. Nothing outstanding to mention.
3123,5615,Neutral,My experience has been neutral. Nothing outstanding to mention.
3338,3307,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3385,1884,Satisfied,I'm satisfied with the service. It's been a good experience.
3319,1713,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3597,7070,Satisfied,I'm satisfied with the service. It's been a good experience.
3845,8598,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3420,2965,Satisfied,I'm satisfied with the service. It's been a good experience.
3960,6391,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3753,5939,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3269,8481,Neutral,My experience has been neutral. Nothing outstanding to mention.
3464,4661,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3546,7711,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3466,4863,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3450,6228,Satisfied,I'm satisfied with the service. It's been a good experience.
3347,8016,Neutral,My experience has been neutral. Nothing outstanding to mention.
3243,4188,Neutral,My experience has been neutral. Nothing outstanding to mention.
3120,4018,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3409,1744,Satisfied,I'm satisfied with the service. It's been a good experience.
3671,6268,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3814,6314,Neutral,My experience has been neutral. Nothing outstanding to mention.
3867,1482,Neutral,My experience has been neutral. Nothing outstanding to mention.
3690,2356,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3430,6756,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3929,7085,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3937,4122,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3065,6153,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3499,2373,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3557,8732,Satisfied,I'm satisfied with the service. It's been a good experience.
3172,2226,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3504,4161,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3222,6911,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3075,1486,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3301,3471,Satisfied,I'm satisfied with the service. It's been a good experience.
3912,1435,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3777,9621,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3856,6003,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3094,8781,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3976,4152,Neutral,My experience has been neutral. Nothing outstanding to mention.
3043,8092,Satisfied,I'm satisfied with the service. It's been a good experience.
3948,8914,Satisfied,I'm satisfied with the service. It's been a good experience.
3195,8047,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3489,5959,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3141,2928,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3703,7242,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3505,2117,Neutral,My experience has been neutral. Nothing outstanding to mention.
3644,1746,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3268,7844,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3129,7240,Satisfied,I'm satisfied with the service. It's been a good experience.
3931,7640,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3441,4004,Very Dissatisfied,I'm very dissatisfied. There are numerous issues with the property.
3529,4935,Satisfied,I'm satisfied with the service. It's been a good experience.
3736,1604,Dissatisfied,I'm dissatisfied with maintenance response times. Needs improvement.
3607,9097,Very Satisfied,I'm extremely satisfied with my experience here. Everything is perfect!
3524,8723,Satisfied,I'm satisfied with the service. It's been a good experience.
3471,9644,Satisfied,I'm satisfied with the service. It's been a good experience.
3704,7280,Neutral,My experience has been neutral. Nothing outstanding to mention.
